Test node index	True parents	Predicted parents	macro_mr	micro_mr	hit_at_1	hit_at_3	mrr_scaled_10
substance of very high concern	authorization	risk assessment, human factors and ergonomics, confidentiality, intellectual property, operating system	80.0	80.0	0.0	0.0	0.125
communicating sequential processes	denotational semantics	programming language, software engineering, computer science, reactive programming, petri net	20.0	20.0	0.0	0.0	0.5
incremental reading	computer hardware	artificial intelligence, computer science, operating system, programming language, computer hardware	5.0	5.0	0.0	0.0	1.0
redout	computer hardware	human factors and ergonomics, artificial intelligence, suicide attempt, suicide risk, suicidal ideation	57.0	57.0	0.0	0.0	0.16666666666666666
reference management software	citation	library science, documentation, computer science, database, cataloging	17.0	17.0	0.0	0.0	0.5
entire femur	prosthesis	prosthesis, skeleton, nasal prosthesis, scaffold, robotic surgery	1.0	1.0	1.0	1.0	1.0
analytic language	morpheme	grammar, artificial intelligence, syntax, verb, natural language processing	13.0	13.0	0.0	0.0	0.5
municipal broadband	broadband networks	telecommunications, internet access, broadband, operating system, computer network	160.0	160.0	0.0	0.0	0.0625
color calibration	rgb color model	computer vision, artificial intelligence, color balance, color space, pixel	28.0	28.0	0.0	0.0	0.3333333333333333
spamdexing	search analytics, semantic search, web search engine	spambot, web search engine, world wide web, artificial intelligence, search analytics	11.666666666666666	11.666666666666666	0.0	0.3333333333333333	0.7777777777777777
6bone	ipv4, ipv6 address	computer network, operating system, the internet, computer science, arpanet	39.0	39.0	0.0	0.0	0.5714285714285714
visitor based network	computer network, computer security	computer network, internet access, operating system, customer service assurance, telecommunications	24.5	24.5	0.5	0.5	0.6
foetal electrocardiogram	pattern recognition, artificial intelligence	artificial intelligence, time frequency analysis, wavelet packet decomposition, pattern recognition, speech recognition	2.0	2.0	0.5	1.0	1.0
anthocoris minki	agonoscena pistaciae	arboriculture, pear, maruca vitrata, psylla, point of delivery	101.0	101.0	0.0	0.0	0.09090909090909091
internet topology	network topology, the internet	computer network, distributed computing, policy based routing, zone routing protocol, enhanced interior gateway routing protocol	16.0	16.0	0.0	0.0	0.5
shape coding	coding	artificial intelligence, computer vision, operating system, computer science, data compression	9.0	9.0	0.0	0.0	1.0
rotating radio transient	pulse	radio wave, telecommunications, radar, microwave, stars	27.0	27.0	0.0	0.0	0.3333333333333333
interactive whiteboard	multimedia, operating system	multimedia, human computer interaction, artificial intelligence, usability, educational technology	3.0	3.0	0.5	0.5	1.0
asymmetric laplace distribution	bayesian linear regression	regression analysis, bayesian linear regression, linear regression, generalized linear model, markov chain monte carlo	2.0	2.0	0.0	1.0	1.0
p wave	dispersive body waves	rayleigh wave, surface wave, breaking wave, stokes wave, wave shoaling	9.0	9.0	0.0	0.0	1.0
online participation	the internet, social network	social media, information and communications technology, multimedia, world wide web, the internet	7.0	7.0	0.0	0.0	1.0
resin artificial teeth	composite number	composite number, shrinkage, flowable composite, shape memory alloy, nickel titanium	1.0	1.0	1.0	1.0	1.0
hcs clustering algorithm	machine learning	nearest neighbor chain algorithm, correlation clustering, canopy clustering algorithm, nearest neighbor search, cure data clustering algorithm	75.0	75.0	0.0	0.0	0.125
noisy text	pattern recognition, artificial intelligence, natural language processing	artificial intelligence, natural language processing, computer science, machine learning, information retrieval	2.0	2.0	0.6666666666666666	0.6666666666666666	1.0
expressdsp	digital signal processing	software, operating system, embedded system, computer science, software engineering	24.0	24.0	0.0	0.0	0.3333333333333333
erratic myoclonus	early myoclonic encephalopathy	electroencephalography, ictal, epileptic encephalopathy, west syndrome, ohtahara syndrome	36.0	36.0	0.0	0.0	0.25
rdm	data management	operating system, artificial intelligence, computer science, computer hardware, telecommunications	73.0	73.0	0.0	0.0	0.125
investigator name	support vector machine	artificial intelligence, information retrieval, classifier, pattern recognition, natural language processing	13.0	13.0	0.0	0.0	0.5
albers equal area conic projection	map projection	projection, equirectangular projection, artificial intelligence, delaunay triangulation, triangulation	9.0	9.0	0.0	0.0	1.0
receiver bandwidth	bandwidth	telecommunications, modulation, channel, transmitter, multiplexing	7.0	7.0	0.0	0.0	1.0
looxcie	operating system, speech recognition	artificial intelligence, operating system, multimedia, computer hardware, telecommunications	6.5	6.5	0.0	0.5	0.75
mobile data terminal	operating system, telecommunications, computer network	operating system, telecommunications, artificial intelligence, embedded system, computer hardware	2.0	2.0	0.6666666666666666	0.6666666666666666	1.0
uplevel	programming language	operating system, programming language, computer hardware, embedded system, artificial intelligence	2.0	2.0	0.0	1.0	1.0
grouped events	artificial intelligence, real time computing, computer vision	computer science, electroencephalography, data science, environment variable, trait	66.33333333333333	66.33333333333333	0.0	0.0	0.4640522875816993
paillier cryptosystem	cryptosystem	computer security, computer science, encryption, information privacy, cryptography	38.0	38.0	0.0	0.0	0.25
lemke s algorithm	criss cross algorithm	linear programming, simplex algorithm, algorithm, artificial intelligence, optimization problem	44.0	44.0	0.0	0.0	0.2
ipv6 to ipv6 network prefix translation	computer network, computer security	multicast address, xcast, ip multicast, pragmatic general multicast, ipv4	36.5	36.5	0.0	0.0	0.3214285714285714
evenki language	artificial intelligence, natural language processing	syllable, vowel, bengali, consonant, programming language	11.5	11.5	0.0	0.0	0.75
test management approach	software construction	software quality, software development process, software development, software engineering, software construction	5.0	5.0	0.0	0.0	1.0
pwe3	multiprotocol label switching	connection oriented ethernet, ethernet over sdh, metro ethernet, multiprotocol label switching, computer network	4.0	4.0	0.0	0.0	1.0
objvlisp	metaclass, smalltalk	programming language, lisp, object oriented programming, procedural programming, method	171.5	171.5	0.0	0.0	0.09999999999999999
counter machine	decidability	two way deterministic finite automaton, buchi automaton, quantum finite automata, timed automaton, regular language	21.0	21.0	0.0	0.0	0.3333333333333333
telenet	telecommunications, computer network	telecommunications, operating system, computer network, computer science, computer security	1.5	1.5	0.5	1.0	1.0
adaptive chosen ciphertext attack	chosen ciphertext attack, random oracle, cryptosystem, deterministic encryption, semantic security	public key cryptography, cryptography, probabilistic encryption, cryptographic primitive, random oracle	17.8	17.8	0.0	0.0	0.7333333333333334
digital mixing console	computer hardware	operating system, artificial intelligence, computer hardware, telecommunications, computer science	3.0	3.0	0.0	1.0	1.0
json web token	json	world wide web, operating system, the internet, directory, database	62.0	62.0	0.0	0.0	0.14285714285714285
antenna rotator	coaxial antenna	antenna, telecommunications, directional antenna, antenna measurement, periscope antenna	15.0	15.0	0.0	0.0	0.5
rickia wasmannii	myrmica scabrinodis	ant, myrmecophily, myrmica, lasius, monomorium	99.0	99.0	0.0	0.0	0.1
fips 140	cryptography, nist	operating system, computer science, computer security, computer hardware, embedded system	270.5	270.5	0.0	0.0	0.5092592592592593
double dative	dative case	partitive case, subject complement, nominative case, adverbial clause, english possessive	12.0	12.0	0.0	0.0	0.5
parity drive	raid processing unit, standard raid levels	computer data storage, raid processing unit, standard raid levels, operating system, semiconductor memory	2.0	2.0	0.0	1.0	1.0
dot gain	halftone	artificial intelligence, computer vision, computer hardware, operating system, computer graphics images	40.0	40.0	0.0	0.0	0.25
home entertainment	multimedia	operating system, multimedia, artificial intelligence, wearable computer, embedded system	2.0	2.0	0.0	1.0	1.0
optimistic concurrency control	distributed concurrency control	distributed concurrency control, distributed transaction, garbage collection, concurrency control, lock	1.0	1.0	1.0	1.0	1.0
boils and carbuncles	data science	hsl and hsv, gist, retinal detachment, leech, retinoschisis	1043.0	1043.0	0.0	0.0	0.009523809523809525
lack of fit sum of squares	total least squares	linear regression, regression analysis, multivariate statistics, generalized linear model, f test	28.0	28.0	0.0	0.0	0.3333333333333333
imply gate	logic gate	logic family, logic gate, logic optimization, multiple emitter transistor, direct coupled transistor logic	2.0	2.0	0.0	1.0	1.0
tag omission	programming language, world wide web	operating system, artificial intelligence, identifier, computer hardware, database	6.0	6.0	0.0	0.0	1.0
temporal narrowing	pulse	vision disparity, auditory evoked field, evoked magnetic fields, visual evoked magnetic fields, event related optical signal	1843.0	1843.0	0.0	0.0	0.005405405405405406
six degrees of separation	world wide web	artificial intelligence, computer science, operating system, world wide web, machine learning	4.0	4.0	0.0	0.0	1.0
